全国地方公共団体コード,ID,地方公共団体名,介護サービス事業者名称,介護サービス事業者名称_カナ,介護サービス事業者名称_英字,実施サービス,町字ID,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等（方書）,緯度,経度,高度の種別,高度の値,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能日時特記事項,定員,URL,画像,画像ライセンス,備考
372081,1000090092,香川県三豊市,ぐっでいリハビリ訪問看護ステーション鳥坂,グッデイリハビリホウモンカンゴステーション,,訪問看護,0032,香川県,三豊市,三野町大見,甲4447‐1,,34.21594689,133.7283119,,,(0875)23-7172,,,,,,,,グデオカ株式会社,3760890040,,,,,,,
372081,1000090093,香川県三豊市,デイサービスセンターみの,デイサービスセンターミノ,,通所介護（デイサービス）,0032,香川県,三豊市,三野町大見,乙91-12,,34.22662475,133.7205766,,,(0875)72-1431,,,,,,,,社会福祉法人　三野福祉会,3771700535,,,,,,,
372081,1000090094,香川県三豊市,デイサービスセンターみの,デイサービスセンターミノ,,認知症対応型通所介護,0032,香川県,三豊市,三野町大見,乙91‐12,,34.22662475,133.7205766,,,(0875)72-1431,,,,,,,,社会福祉法人　三野福祉会,3771700535,,,,,,,
372081,1000090095,香川県三豊市,特別養護老人ホーム みの,トクベツヨウゴロウジンホームミノ,,短期入所生活介護（ショートステイ）,0032,香川県,三豊市,三野町大見,乙91‐12,,34.22662475,133.7205766,,,(0875)72-6270,,,,,,,,社会福祉法人 三野福祉会,3771700725,,,,,,,
372081,1000090096,香川県三豊市,特別養護老人ホーム みの,トクベツヨウゴロウジンホームミノ,,介護老人福祉施設（特別養護老人ホーム）,0032,香川県,三豊市,三野町大見,乙91‐12,,34.22662475,133.7205766,,,(0875)72-6270,,,,,,,,社会福祉法人 三野福祉会,3771700725,,,,,,,
372081,1000090097,香川県三豊市,ホームヘルパーステーションみの,ホームヘルパーステーションミノ,,訪問介護（ホームヘルプ）,0032,香川県,三豊市,三野町大見,乙91-12,,34.22662475,133.7205766,,,,,,,,,,,社会福祉法人　三野福祉会,3771700527,,,,,,,休止中
372081,1000090098,香川県三豊市,グループホームゆめクラブ,グループホームユメクラブ,,認知症対応型共同生活介護（グループホーム）,0033,香川県,三豊市,三野町下高瀬,362,,34.19961231,133.6988154,,,(0875)23-6772,,,,,,,,株式会社　せとうち福祉サービス,3790800142,,,,,,,
372081,1000090099,香川県三豊市,デイサービスセンター　コパン,デイサービスセンターコパン,,通所介護（デイサービス）,0033,香川県,三豊市,三野町下高瀬,919-1,,34.20334053,133.6977354,,,(0875)73-5588,,,,,,,,有限会社　やまじ,3770800179,,,,,,,
372081,1000090100,香川県三豊市,グループホームせとうち,グループホームセトウチ,,認知症対応型共同生活介護（グループホーム）,0034,香川県,三豊市,三野町吉津,甲605‐2,,34.20008398,133.6974815,,,(0875)72-3992,,,,,,,,株式会社　せとうち福祉サービス,3770800146,,,,,,,
372081,1000090101,香川県三豊市,健康デイゆめクラブ,ケンコウデイユメクラブ,,地域密着型通所介護,0034,香川県,三豊市,三野町吉津,甲537‐2,,34.19978137,133.6984318,,,(0875)73-3292,,,,,,,,株式会社 せとうち福祉サービス,3790800175,,,,,,,
372081,1000090102,香川県三豊市,小規模多機能ホーム　せとうち三野の家,ショウキボタキノウホームセトウチミノノイエ,,小規模多機能型居宅介護,0034,香川県,三豊市,三野町吉津,甲605-2,,34.20008398,133.6974815,,,(0875)72-6881,,,,,,,,株式会社　せとうち福祉サービス,3790800043,,,,,,,
372081,1000090103,香川県三豊市,せとうち福祉サービス　デイサービス三豊,セトウチフクシサービスデイサービスミトヨ,,通所介護（デイサービス）,0034,香川県,三豊市,三野町吉津,甲605-2,,34.20008398,133.6974815,,,(0875)72-3991,,,,,,,,株式会社 せとうち福祉サービス,3770800120,,,,,,,
372081,1000090104,香川県三豊市,せとうち福祉サービス　訪問介護部,セトウチフクシサービスホウモンカイゴブ,,訪問介護（ホームヘルプ）,0034,香川県,三豊市,三野町吉津,甲605-2,,34.20008398,133.6974815,,,(0875)72-6332,,,,,,,,株式会社 せとうち福祉サービス,3770800112,,,,,,,休止中
372081,1000090105,香川県三豊市,せとうちリビングホーム,セトウチリビングホーム,,地域密着型特定施設入居者生活介護,0034,香川県,三豊市,三野町吉津,甲537‐2,,34.19978137,133.6984318,,,(0875)73-3291,,,,,,,,株式会社　せとうち福祉サービス,3790800092,,,,,,,
372081,1000090106,香川県三豊市,デイサービス　ゆめクラブ,デイサービスユメクラブ,,地域密着型通所介護,0034,香川県,三豊市,三野町吉津,甲537‐2,,34.19978137,133.6984318,,,(0875)73-3292,,,,,,,,株式会社　せとうち福祉サービス,3770800542,,,,,,,
372081,1000090107,香川県三豊市,三豊居宅介護支援事業所,ミトヨキョタクカイゴシエンジギョウショ,,居宅介護支援,0034,香川県,三豊市,三野町吉津,甲605-2,,34.20008398,133.6974815,,,(0875)72-6331,,,,,,,,株式会社　せとうち福祉サービス,3771700030,,,,,,,
372081,1000090108,香川県三豊市,デイサービス　里の家,デイサービスサトノイエ,,地域密着型通所介護,0035,香川県,三豊市,山本町大野,2032‐1,,34.13047046,133.7221828,,,(0875)24-8158,,,,,,,,株式会社鈴蘭,3770800591,,,,,,,
372081,1000090109,香川県三豊市,デイサービス禅進,デイサービスゼンシン,,通所介護（デイサービス）,0035,香川県,三豊市,山本町大野,88‐1,,34.12144792,133.7334348,,,(0875)24-9333,,,,,,,,合同会社　禅進,3770800799,,,,,,,
372081,1000090110,香川県三豊市,ヴィラ　しのはら,ウ゛ィラシノハラ,,通所介護（デイサービス）,0038,香川県,三豊市,山本町財田西,272,,34.12034866,133.7244341,,,(0875)63-1666,,,,,,,,医療法人社団しのはら医院,3770800419,,,,,,,
372081,1000090111,香川県三豊市,居宅介護支援センターしのはら,キョタクカイゴシエンセンターシノハラ,,居宅介護支援,0038,香川県,三豊市,山本町財田西,276,,34.1202263,133.723995,,,(0875)63-1550,,,,,,,,医療法人社団しのはら医院,3770800096,,,,,,,
372081,1000090112,香川県三豊市,通所リハビリテーションセンターはしもと,ツウショリハビリテーションセンターハシモト,,通所リハビリ,0038,香川県,三豊市,山本町財田西,902‐1,,34.11741185,133.7357473,,,(0875)63-3700,,,,,,,,医療法人社団和風会,3771700956,,,,,,,
372081,1000090113,香川県三豊市,デイサービスセンターしのはら,デイサービスセンターシノハラ,,通所介護（デイサービス）,0038,香川県,三豊市,山本町財田西,276,,34.1202263,133.723995,,,(0875)63-1550,,,,,,,,医療法人社団しのはら医院,3770800088,,,,,,,
372081,1000090114,香川県三豊市,橋本病院指定居宅介護支援事業所,ハシモトビョウインキョタクカイゴシエンジギョウショ,,居宅介護支援,0038,香川県,三豊市,山本町財田西,902-1,,34.11741185,133.7357473,,,(0875)63-3162,,,,,,,,医療法人社団　和風会,3771700196,,,,,,,
372081,1000090115,香川県三豊市,樋本居宅介護支援事業所,ヒノモトキョタクカイゴシエンジギョウショ,,居宅介護支援,0038,香川県,三豊市,山本町財田西,837-1,,34.11491694,133.7344909,,,,,,,,,,,樋本デイサービス合同会社,3770800641,,,,,,,休止中
372081,1000090116,香川県三豊市,樋本デイサービス,ヒノモトデイサービス,,地域密着型通所介護,0038,香川県,三豊市,山本町財田西,837‐1,,34.11491694,133.7344909,,,(0875)23-6160,,,,,,,,樋本デイサービス合同会社,3770800633,,,,,,,
372081,1000090117,香川県三豊市,訪問リハビリテーションセンターはしもと,ホウモンリハビリテーションセンターハシモト,,訪問リハビリ,0038,香川県,三豊市,山本町財田西,902‐1,,34.11741185,133.7357473,,,(0875)63-3800,,,,,,,,社会福祉法人　和風会,3710810106,,,,,,,
372081,1000090118,香川県三豊市,グループホームやまもと,グループホームヤマモト,,認知症対応型共同生活介護（グループホーム）,0039,香川県,三豊市,山本町辻,367‐1,,34.11690577,133.7242347,,,(0875)63-1990,,,,,,,,西野興産株式会社,3790800050,,,,,,,
372081,1000090119,香川県三豊市,指定介護老人福祉施設　優楽荘,シテイカイゴロウジンフクシシセツユウラクソウ,,介護老人福祉施設（特別養護老人ホーム）,0039,香川県,三豊市,山本町辻,585,,34.11915988,133.7205036,,,(0875)63-1083,,,,,,,,社会福祉法人愛幸会,3770800443,,,,,,,
372081,1000090120,香川県三豊市,地域密着型特別養護老人ホーム　優楽荘,チイキミッチャクガタトクベツヨウゴロウジンホームユウラクソウ,,地域密着型介護老人福祉施設入所者生活介護,0039,香川県,三豊市,山本町辻,585,,34.11915988,133.7205036,,,(0875)63-1083,,,,,,,,社会福祉法人愛幸会,3790800134,,,,,,,
372081,1000090121,香川県三豊市,特別養護老人ホーム ふたな荘,トクベツヨウゴロウジンホームフタナソウ,,短期入所生活介護（ショートステイ）,0039,香川県,三豊市,山本町辻,2210,,34.1079009,133.7237891,,,(0875)63-2182,,,,,,,,社会福祉法人 慶生会,3771700329,,,,,,,
372081,1000090122,香川県三豊市,特別養護老人ホーム ふたな荘,トクベツヨウゴロウジンホームフタナソウ,,介護老人福祉施設（特別養護老人ホーム）,0039,香川県,三豊市,山本町辻,2210,,34.1079009,133.7237891,,,(0875)63-2182,,,,,,,,社会福祉法人 慶生会,3771700329,,,,,,,
372081,1000090123,香川県三豊市,ふたな荘デイサービスセンター,フタナソウデイサービスセンター,,通所介護（デイサービス）,0039,香川県,三豊市,山本町辻,2210,,34.1079009,133.7237891,,,(0875)62-3690,,,,,,,,社会福祉法人  慶生会,3771700378,,,,,,,
372081,1000090124,香川県三豊市,ふたな荘老人介護支援センター,フタナソウロウジンカイゴシエンセンター,,居宅介護支援,0039,香川県,三豊市,山本町辻,2210,,34.1079009,133.7237891,,,(0875)63-3690,,,,,,,,社会福祉法人　慶生会,3771700105,,,,,,,
