全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,町字ID,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等（方書）,緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,多目的トイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬・聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像ライセンス,備考
372081,1000010082,香川県三豊市,ル・ポール粟島（キャビン）,ル・ポールアワシマ（キャビン）,,,,0013,香川県,三豊市,詫間町粟島,1541番地6,,34.26836,133.630798,,,(0875)84-7878,,,,,7691108,,,月水木金土日,,,,チェックイン：16：00～、チェックアウト：～10：00,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,https://le-port.jp/,,,
372081,1000010083,香川県三豊市,大浜バス停公衆トイレ,オオハマバステイコウシュウトイレ,,,2101,0014,香川県,三豊市,詫間町大浜,甲1243-3,,34.23387963,133.6104637,,,,,,,,7691104,,,月火水木金土日,00:00,23:59,,,,,,有,,,,,,,,,,,,,,,,,
372081,1000010084,香川県三豊市,紫雲出山登山口公衆トイレ,シウデヤマトザングチコウシュウトイレ,,,2101,0014,香川県,三豊市,詫間町大浜,乙444-5先,,34.23817692,133.59392,,,,,,,,7691104,,,月火水木金土日,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010085,香川県三豊市,詫間町紫雲出山遺跡館,タクマチョウシウデヤマイセキカン,,,0801,0014,香川県,三豊市,詫間町大浜,乙451-1,,34.24415945,133.5963231,,,(0875)84-7896,,,,,7691104,,,月水木金土日,09:30,17:00,変動あり 6~8月は9:30～18:00、12～2月は9:30~16:00,,,,,,,,,,,,,,,,,,,,,,
372081,1000010086,香川県三豊市,詫間町荘内自然休養村センター,タクマチョウショウナイシゼンキュウヨウソンセンター,,,1304,0014,香川県,三豊市,詫間町大浜,甲1891-1,,34.23388629,133.6090918,,,(0875)84-6115,,,,,7691104,,,月火水木金,08:30,17:15,土日、祝日は利用不可。また、12/29～1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
372081,1000010087,香川県三豊市,詫間方面隊第５分団屯所（大浜）,タクマホウメンタイダイゴブンダントンショ（オオハマ）,,,2299,0014,香川県,三豊市,詫間町大浜,甲2524,,34.23354791,133.606197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010088,香川県三豊市,詫間方面隊第５分団屯所（名部戸）,タクマホウメンタイダイゴブンダントンショ（ナブト）,,,2299,0014,香川県,三豊市,詫間町大浜,2428-29,,34.22138319,133.6181103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010089,香川県三豊市,詫間方面隊第６分団屯所（伊砂子）,タクマホウメンタイダイロクブンダントンショ（イザコ）,,,2299,0014,香川県,三豊市,詫間町大浜,甲1669-1地先,,34.23711339,133.6177002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010090,香川県三豊市,名部戸公衆トイレ,ナブトコウシュウトイレ,,,2101,0014,香川県,三豊市,詫間町大浜,甲2428-18,,34.22133195,133.6181252,,,,,,,,7691104,,,月火水木金土日,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010091,香川県三豊市,三豊市詫間町大浜老人いこいの家,ミトヨシタクマチョウオオハマロウジンイコイノイエ,,,,0014,香川県,三豊市,詫間町大浜,甲1653番地,,34.2377182,133.615925,,,,,,,,7691104,,,月火水木金,09:00,22:00,祝日及び年末年始のぞく,,,無,無,無,無,無,無,無,無,無,無,無,無,無,,無,,,,,
372081,1000010092,香川県三豊市,志々島公衆トイレ,シシジマコウシュウトイレ,,,2101,0016,香川県,三豊市,詫間町志々島,481-2先,,34.26929713,133.680983,,,,,,,,7691109,,,月火水木金土日,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010093,香川県三豊市,志々島診療所,シシジマシンリョウショ,Shijima Clinic,志々島診療所,1602,0016,香川県,三豊市,詫間町志々島,381番地,,34.27021568,133.6816637,,,(0875)83-5708,,kenkou@city.mitoyo.lg.jp,,,7691109,7000020372081,三豊市,月,13:30,15:30,土日、祝日、年末年始は休診、第１・第３月曜日が診療日,,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,,,,
372081,1000010094,香川県三豊市,詫間方面隊第２分団屯所（志々島）,タクマホウメンタイダイニブンダントンショ（シシジマ）,,,2299,0016,香川県,三豊市,詫間町志々島,370-3,,34.27022511,133.6820279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010095,香川県三豊市,三豊市詫間町志々島老人いこいの家,ミトヨシタクマチョウシシジマロウジンイコイノイエ,,,,0016,香川県,三豊市,詫間町志々島,394番地2,,34.27011616,133.6815171,,,,,,,,7691109,,,月火水木金,09:00,22:00,祝日及び年末年始のぞく,,,無,無,無,有,無,無,無,無,無,無,無,無,無,,無,,,,,
372081,1000010096,香川県三豊市,弓道場,キュウドウジョウ,,,1120,0017,香川県,三豊市,詫間町詫間,6811,,34.2279389,133.6676912,,,(0875)83-4307,,,,,,,,月火水木金土日,08:30,22:00,,,有,有,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010097,香川県三豊市,兼用型トイレ(通船待合所付帯施設）,ケンヨウガタトイレ,,,2101,0017,香川県,三豊市,詫間町詫間,2102番地13,,34.22445598,133.6720596,,,(0875)73-3043,,kensetsu@city.mitoyo.lg.jp,,,7691101,7000020372081,三豊市港湾整備事業特別会計,,,,,民間企業が使用,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
372081,1000010098,香川県三豊市,高谷団地,コウヤダンチ,,,,0017,香川県,三豊市,詫間町詫間,6606-50,,34.23726259,133.668799,階数,2,,,,,,7691101,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010099,香川県三豊市,須田港渡船待合所,スダコウトセンマチアイショ,,須田港待合所,3999,0017,香川県,三豊市,詫間町詫間,6807-10,,34.23397049,133.6525212,階数,1,(0875)83-3204,,,,,7691101,,三豊市,月火水木金土日,06:20,19:45,,,有,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,有,https://www.city.mitoyo.lg.jp/kakuka/seisaku/koutsuu/1_1/1_3/2670.html,,,
372081,1000010100,香川県三豊市,詫間中央霊園,タクマチュウオウレイエン,,,,0017,香川県,三豊市,詫間町詫間,7053ー4,,34.213990 ,133.672827 ,,,(0875)73-3007,,kankyou@city.mitoyo.lg.jp,,,7678585,,三豊市,毎日,,,毎日,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,https://www.city.mitoyo.lg.jp/kurashi/oshirase/3551.html,,,
372081,1000010101,香川県三豊市,詫間町経面上屋倉庫,タクマチョウケイメンウワヤソウコ,,,,0017,香川県,三豊市,詫間町詫間,2112番地74,,34.23346153,133.6768513,,,(0875)73-3043,,kensetsu@city.mitoyo.lg.jp,,,7691101,7000020372081,三豊市港湾整備事業特別会計,,,,,貨物の一時保管目的で民間企業3社が使用,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
372081,1000010102,香川県三豊市,詫間町考古館,タクマチョウコウコカン,,,0801,0017,香川県,三豊市,詫間町詫間,1328-10,,34.22041595,133.6749277,,,(0875)83-6858,,,,,7691101,,,火水木金土日,09:00,17:00,入館は16:30まで,,,,,,,,,,,,,,,,,,,,,,
372081,1000010103,香川県三豊市,詫間町公民館第３分館,タクマチョウコウミンカンダイ３ブンカン,,,1307,0017,香川県,三豊市,詫間町詫間,2214-2,,34.22292945,133.6664403,,,,,,,,7691101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010104,香川県三豊市,詫間町市民運動場　テニスコート,タクマチョウシミンウンドウジョウ　テニスコート,,,1116,0017,香川県,三豊市,詫間町詫間,6812-1,,34.22667,133.66672,,,(0875)83-4307,,,,,,,,月火木金土日,08:30,22:00,,,有,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010105,香川県三豊市,詫間町市民運動場　野球場,タクマチョウシミンウンドウジョウ　ヤキュウジョウ,,,1103,0017,香川県,三豊市,詫間町詫間,6811,,34.2279389,133.6676912,,,(0875)83-4307,,,,,,,,月火木金土日,08:30,22:00,,,有,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010106,香川県三豊市,詫間町体育センター,タクマチョウタイイクセンター,,,1110,0017,香川県,三豊市,詫間町詫間,3560-36,,34.2261449,133.6671614,,,(0875)83-4307,,,,,,,,月火木金土日,08:30,22:00,,,有,有,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010107,香川県三豊市,詫間町図書館,タクマチョウトショカン,,,1512,0017,香川県,三豊市,詫間町詫間,1338-5,,34.22071651,133.6742236,,,(0875)83-6828,,,,,7691101,,,火水木金土日,09:30,18:00,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010108,香川県三豊市,詫間町民俗資料館,タクマチョウミンゾクシリョウカン,,,0801,0017,香川県,三豊市,詫間町詫間,1328-10,,34.22041595,133.6749277,,,(0875)83-6858,,,,,7691101,,,火水木金土日,09:00,17:00,入館は16:30まで,,,,,,,,,,,,,,,,,,,,,,
372081,1000010109,香川県三豊市,詫間方面隊第３分団屯所,タクマホウメンタイダイサンブンダントンショ,,,2299,0017,香川県,三豊市,詫間町詫間,3897-5,,34.22928642,133.6616045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010110,香川県三豊市,詫間方面隊第２分団屯所,タクマホウメンタイダイニブンダントンショ,,,2299,0017,香川県,三豊市,詫間町詫間,1338-153,,34.22064438,133.6730707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010111,香川県三豊市,詫間方面隊第４分団屯所,タクマホウメンタイダイヨンブンダントンショ,,,2299,0017,香川県,三豊市,詫間町詫間,5096-6,,34.23295693,133.6515512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010112,香川県三豊市,たくまポートメモリアルパーク,タクマポートメモリアルパーク,,たくまポートメモリアルパーク,1003,0017,香川県,三豊市,詫間町詫間,1338-137,,34.22274396,133.6760846,,,(0875)73-3048,,toshiseibi@city.mitoyo.lg.jp,,,,7000020372081,三豊市(都市整備課),月火水木金土日,00:00,23:59,,火気厳禁,無,無,無,無,有,無,無,有,無,無,無,無,無,無,有,無,有,,,,
372081,1000010113,香川県三豊市,中郷団地,チュウゴウダンチ,,,,0017,香川県,三豊市,詫間町詫間,1213-2,,34.21676518,133.6743129,階数,1,,,,,,7691101,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010114,香川県三豊市,通船待合所,ツウセンマチアイショ,,,,0017,香川県,三豊市,詫間町詫間,2102番地13,,34.22445598,133.6720596,,,(0875)73-3043,,kensetsu@city.mitoyo.lg.jp,,,7691101,7000020372081,三豊市港湾整備事業特別会計,,,,,民間企業が使用,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,,,,
372081,1000010115,香川県三豊市,西野近隣公園,ニシノキンリンコウエン,,西野近隣公園,1003,0017,香川県,三豊市,詫間町詫間,6812-1,,34.22671996,133.6666286,,,(0875)73-3048,,toshiseibi@city.mitoyo.lg.jp,,,,7000020372081,三豊市(都市整備課),月火水木金土日,00:00,23:59,,火気厳禁,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,有,,,,
372081,1000010116,香川県三豊市,西野団地,ニシノダンチ,,,,0017,香川県,三豊市,詫間町詫間,6827-5,,34.23175804,133.6673322,階数,3,,,,,,7691101,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010117,香川県三豊市,塩生児童公園,ハブジドウコウエン,,塩生児童公園,1003,0017,香川県,三豊市,詫間町詫間,6860,,34.23270347,133.6662296,,,(0875)73-3048,,toshiseibi@city.mitoyo.lg.jp,,,,7000020372081,三豊市(都市整備課),月火水木金土日,00:00,23:59,,火気厳禁,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,有,,,,
372081,1000010118,香川県三豊市,武道館,ブドウカン,,,1113,0017,香川県,三豊市,詫間町詫間,3560-39,,34.2258073,133.6674758,,,(0875)83-4307,,,,,,,,月火木金土日,08:30,22:00,,,有,有,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010119,香川県三豊市,的場団地,マトバダンチ,,,,0017,香川県,三豊市,詫間町詫間,339,,34.21694912,133.6823649,階数,1,,,,,,7691101,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010120,香川県三豊市,三豊市詫間町第4分館老人いこいの家,ミトヨシタクマチョウダイヨンブンカンロウジンイコイノイエ,,,,0017,香川県,三豊市,詫間町詫間,4233番地2,,34.23156682,133.6559328,,,,,,,,7691101,,,月火水木金,09:00,22:00,祝日及び年末年始のぞく,,,無,無,無,無,無,無,無,無,無,無,無,無,無,,無,,,,,
372081,1000010121,香川県三豊市,三豊市詫間ふれあい交流館,ミトヨシタクマフレアイコウリュウカン,,,,0017,香川県,三豊市,詫間町詫間,745番地1,,34.21802745,133.6776529,,,,,,,,7691101,,,月火木金土日,09:00,22:00,水曜日及び12月29日から1月3日のぞく,,,無,無,有,無,無,無,無,無,無,無,無,無,無,,無,,,,,
372081,1000010122,香川県三豊市,三豊市文化会館（愛称「マリンウェーブ」）,ミトヨシブンカカイカン（アイショウ「マリンウェーブ」）,,,1599,0017,香川県,三豊市,詫間町詫間,1338-127,,34.2215387,133.6744676,,,(0875)56-5111,,,,,7691101,,,月水木金土日,09:00,22:00,利用受付時間は9時から17時まで,,,,,,,,,,,,,,,,,,,,,,
372081,1000010123,香川県三豊市,三豊市役所詫間庁舎,ミトヨシヤクショタクマチョウシャ,,,1304,0017,香川県,三豊市,詫間町詫間,1338-127,マリンウエーブ内,34.2215387,133.6744676,,,(0875)83-3111,,,,,7691101,,,月火水木金,08:30,17:15,土日、祝日は利用不可。また、12/29～1/3は利用不可。,,有,有,,有,,,,,,,有,,,,,,,,,,
372081,1000010124,香川県三豊市,持込場所（詫間町）,モチコミバショ（タクマチョウ）,,,,0017,香川県,三豊市,詫間町詫間,1338ー13,,34.217000 ,133.676000 ,,,(0875)73-3007,,kankyou@city.mitoyo.lg.jp,,,7678585,,三豊市,水日,07:00,09:00,有害金属ごみ、廃食油の持込は第2・4日曜日,,,,,,,,,,,,,,,,,,,https://www.city.mitoyo.lg.jp/kurashi/kankyo_petto/1/3671.html,,,
372081,1000010125,香川県三豊市,詫間方面隊第６分団屯所（積）,タクマホウメンタイダイロクブンダントンショ（ツム）,,,2299,0018,香川県,三豊市,詫間町積,252-4,,34.24581049,133.6118583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010126,香川県三豊市,詫間方面隊第７分団屯所（生里）,タクマホウメンタイダイナナブンダントンショ（ナマリ）,,,2299,0019,香川県,三豊市,詫間町生里,380-2,,34.25205347,133.5810289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010127,香川県三豊市,生里公衆便所,ナマリコウシュウベンジョ,,,2101,0019,香川県,三豊市,詫間町生里,1284番地52,,34.25192425,133.5776273,,,(0875)73-3043,,kensetsu@city.mitoyo.lg.jp,,,7691107,,三豊市,月火水木金土日,00:00,23:59,24時間利用可,,有,無,無,有,有,無,無,有,無,無,有,無,無,無,無,無,無,,,,
372081,1000010128,香川県三豊市,仁老浜公衆トイレ,ニロハマコウシュウトイレ,,,2101,0019,香川県,三豊市,詫間町生里,1160-2,,34.25789567,133.5750101,,,,,,,,7691107,,,月火水木金土日,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010129,香川県三豊市,詫間町箱浦ビジターハウス,タクマチョウハコウラビジターセンター,,,1307,0020,香川県,三豊市,詫間町箱,859-29,,34.25842408,133.5887172,,,(0875)84-7757,,,,,7691106,,,火水木金土日,09:00,22:00,月曜日は利用不可。また、12/29～1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
372081,1000010130,香川県三豊市,詫間方面隊第７分団屯所（箱）,タクマホウメンタイダイナナブンダントンショ（ハコ）,,,2299,0020,香川県,三豊市,詫間町箱,859-28,,34.25867496,133.5886725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010131,香川県三豊市,三豊市詫間町箱浦老人いこいの家,ミトヨシタクマチョウハコウラロウジンイコイノイエ,,,,0020,香川県,三豊市,詫間町箱,551番地1,,34.25595418,133.5877213,,,,,,,,7691106,,,月火水木金,09:00,22:00,祝日及び年末年始のぞく,,,無,無,無,無,無,無,無,無,無,無,無,無,無,,無,,,,,
372081,1000010132,香川県三豊市,唐崎団地,カラサキダンチ,,,,0021,香川県,三豊市,詫間町松崎,204-2,,34.21516135,133.6993198,階数,2,,,,,,7691102,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010133,香川県三豊市,詫間駅駐輪場,タクエキチュウリンジョウ,,,3732,0021,香川県,三豊市,詫間町松崎,708-6,,34.22026949,133.6926378,,,,,,,,7691102,,,月火水木金土日,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010134,香川県三豊市,詫間町松崎コミュニティセンター,タクマチョウマツサキコミュニティセンター,,,1307,0021,香川県,三豊市,詫間町松崎,717-1,,34.22105055,133.6932672,,,(0875)83-6696,,,,,7691102,,,火水木金土日,09:00,22:00,月曜日は利用不可。また、12/29～1/3は利用不可。,,,,,有,,,,,,,,,,,,,,,,,
372081,1000010135,香川県三豊市,詫間町水出運動公園,タクマチョウミズイデウンドウコウエン,,,1106,0021,香川県,三豊市,詫間町松崎,2810,,34.23413,133.697674,,,(0875)83-4307,,,,,,,,月火木金土日,08:30,22:00,,,有,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010136,香川県三豊市,詫間方面隊第１分団屯所,タクマホウメンタイダイイチブンダントンショ,,,2299,0021,香川県,三豊市,詫間町松崎,2770-270,,34.21862938,133.6904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010137,香川県三豊市,松崎東団地,マッサキヒガシダンチ,,,,0021,香川県,三豊市,詫間町松崎,165-1,,34.21702179,133.6997911,階数,1,,,,,,7691102,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010138,香川県三豊市,豊中町公民館桑山分館,トヨナカチョウコウミンカンクワヤマブンカン,,,1307,0022,香川県,三豊市,豊中町岡本,188-1,,34.15375915,133.6818296,,,,,,,,7691507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010139,香川県三豊市,豊中方面隊第１分団３部車庫,トヨナカホウメンタイダイイチブンダンサンブシャコ,,,2299,0022,香川県,三豊市,豊中町岡本,2549,,34.14438352,133.6776106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010140,香川県三豊市,豊中方面隊第１分団屯所,トヨナカホウメンタイダイイチブンダントンショ,,,2299,0022,香川県,三豊市,豊中町岡本,369-3,,34.15138064,133.6840905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010141,香川県三豊市,不動の滝カントリーパーク,フドウノタキカントリーパーク,,不動の滝カントリーパーク,1003,0022,香川県,三豊市,豊中町岡本,3566-23,,34.14855135,133.6736621,,,(0875)62-5205,,,,,,1470005005632,NPO法人まちづくり推進隊豊中,月火水木金土日,00:00,23:59,パットゴルフ場利用については、月曜日以外9時から17時まで利用可能。,火気厳禁(一部の場所でバーベキュー可能),無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,有,https://mitoyo-machidukuri-toyonaka.com,,,
372081,1000010142,香川県三豊市,三豊市豊中コミュニティセンター,ミトヨシトヨナカコミュニティセンター,,豊中コミュニティセンター,1307,0022,香川県,三豊市,豊中町岡本,3567-6,,34.15004934,133.6724736,階数,2,(0875)62-5205,,,,,,1470005005632,NPO法人まちづくり推進隊豊中,火水木金土日,09:00,22:00,17時以降部屋の予約がない場合、17時で閉館。月曜日は休館日であるが、祝日の場合は利用可能。(12/28~1/4までは終日利用不可),各部屋の貸し出し有り(有料),有,有,無,有,有,無,無,有,無,有,有,無,無,無,有,無,有,https://mitoyo-machidukuri-toyonaka.com,,,
372081,1000010143,香川県三豊市,莚打団地,ムシロウチダンチ,,,,0022,香川県,三豊市,豊中町岡本,1750-1,,34.13994527,133.6891303,階数,1,,,,,,7691507,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010144,香川県三豊市,本山駅駐輪場,モトヤマエキチュウリンジョウ,,,3732,0022,香川県,三豊市,豊中町岡本,1598-1,,34.14593501,133.6865811,,,,,,,,7691507,,,月火水木金土日,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010145,香川県三豊市,豊中サン・スポーツランド,トヨナカサンスポーツランド,,,1103,0023,香川県,三豊市,豊中町笠田笠岡,3917-1,,34.1510795,133.7201246,,,(0875)62-6163,,,,,,,,月火木金土日,08:30,22:00,,,有,有,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010146,香川県三豊市,豊中町公民館笠田分館,トヨナカチョウコウミンカンカサダブンカン,,,1307,0023,香川県,三豊市,豊中町笠田笠岡,2193-2,,34.15779322,133.7078659,,,,,,,,7691502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010147,香川県三豊市,豊中方面隊第３分団屯所,トヨナカホウメンタイダイサンブンダントンショ,,,2299,0023,香川県,三豊市,豊中町笠田笠岡,2172-10,,34.15747942,133.7064121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010148,香川県三豊市,豊中方面隊第４分団屯所,トヨナカホウメンタイダイヨンブンダントンショ,,,2299,0025,香川県,三豊市,豊中町上高野,2577-8,,34.14337559,133.7088907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010149,香川県三豊市,平池団地,ヒライケダンチ,,,,0025,香川県,三豊市,豊中町上高野,3386-1,,34.14511601,133.7119308,階数,2,,,,,,7691504,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010150,香川県三豊市,福岡第３団地,フクオカダイサンダンチ,,,,0025,香川県,三豊市,豊中町上高野,3454-1,,34.14534563,133.7112529,階数,1,,,,,,7691504,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010151,香川県三豊市,福岡第２団地,フクオカダイニダンチ,,,,0025,香川県,三豊市,豊中町上高野,3437-1,,34.14688946,133.7114727,階数,1,,,,,,7691504,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010152,香川県三豊市,福岡第４団地,フクオカダイヨンダンチ,,,,0025,香川県,三豊市,豊中町上高野,3418-1,,34.14687992,133.7118871,階数,2,,,,,,7691504,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010153,香川県三豊市,福岡団地,フクオカダンチ,,,,0025,香川県,三豊市,豊中町上高野,3311-1,,34.14685733,133.712667,階数,2,,,,,,7691504,,三豊市,月火水木金土日,,,,,,,,無,無,無,無,無,,,無,無,無,無,,無,無,,,,
372081,1000010154,香川県三豊市,三豊市上高野文化センター,ミトヨシカミタカノブンカセンター,,,,0025,香川県,三豊市,豊中町上高野,2572番地1,,34.14364991,133.7087093,,,(0875)62-2377,,tyn-kbc@city.mitoyo.lg.jp,,,,,,月火水木金,08:30,17:15,祝日は利用不可。また、12/29~1/3は終日利用不可。,,,,,,,,,,,,,,,,,,,,,,
372081,1000010155,香川県三豊市,三豊市豊中町上高野児童館,ミトヨシトヨナカチョウカミタカノジドウカン,,,,0025,香川県,三豊市,豊中町上高野,2573-1,,34.14345896,133.7087091,,,(0875)62-5463,,tyn-jido@city.mitoyo.lg.jp,,,,,,月火水木金,08:30,17:00,祝日はお休み。また、12/29~1/3は終日お休み。,,,,,,,,,,,,,,,,,,,,,,
372081,1000010156,香川県三豊市,三豊市豊中町福岡集会所,ミトヨシトヨナカチョウフクオカシュウカイショ,Mitoyo city toyonaka-chou fukuoka meeting place,福岡集会所,,0025,香川県,三豊市,豊中町上高野,3438-2,,34.14666746,133.7115027,,,(0875)73-3131,,gakkoukyouiku@city.mitoyo.lg.jp,,,7691504,,,月火水木金,08:30,17:00,,,無,無,無,無,無,,,,,,,,,,,,,,,,
372081,1000010157,香川県三豊市,豊中方面隊第１分団１部車庫,トヨナカホウメンタイダイイチブンダンイチブシャコ,,,2299,0026,香川県,三豊市,豊中町下高野,461-1,,34.15985067,133.6852307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010158,香川県三豊市,豊中町公民館比地大分館,トヨナカチョウコウミンカンヒジダイブンカン,,,1307,0027,香川県,三豊市,豊中町比地大,2527-1,,34.16772275,133.688279,,,,,,,,7691501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010159,香川県三豊市,豊中方面隊第２分団屯所,トヨナカホウメンタイダイニブンダントンショ,,,2299,0027,香川県,三豊市,豊中町比地大,2578-4,,34.16669758,133.6889556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010160,香川県三豊市,比地大駅駐輪場,ヒジダイエキチュウリンジョウ,,,3732,0027,香川県,三豊市,豊中町比地大,1082-1,,34.16761434,133.6905562,,,,,,,,7691501,,,月火水木金土日,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010161,香川県三豊市,比地大街区公園,ヒジダガイクコウエン,,,1003,0027,香川県,三豊市,豊中町比地大,2509-1,,34.16727404,133.6901418,,,,,,,,7691501,,,月火水木金土日,00:00,23:59,,,,,,有,,,,,,,,,,,,,,,,,
372081,1000010162,香川県三豊市,財田川リバーサイドパーク,サイタガワリバーサイドパーク,,,1106,0029,香川県,三豊市,豊中町本山甲,1688-1,,34.13847454,133.6914823,,,,,,,,,,,月火水木金土日,08:30,,日没まで,,有,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010163,香川県三豊市,豊中町公民館本山分館,トヨナカチョウコウミンカンモトヤマブンカン,,,1307,0029,香川県,三豊市,豊中町本山甲,1893-1,,34.14018131,133.6996778,,,,,,,,7691506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372081,1000010164,香川県三豊市,豊中町体育館,トヨナカチョウタイイクカン,,,1110,0029,香川県,三豊市,豊中町本山甲,148-1,,34.1461674,133.6962037,,,(0875)62-2071,,,,,,,,月火水木金土日,08:30,22:00,,,有,有,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,,,,
372081,1000010165,香川県三豊市,豊中町農村環境改善センター,トヨナカチョウノウソンカンキョウカイゼンセンター,,,1599,0029,香川県,三豊市,豊中町本山甲,192-1,,34.14735001,133.6955387,,,(0875)62-1155,,,,,7691506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
